Age,Gender,Occupation,Monthly_Income
50,Other,Self-Employed,59824
36,Male,Self-Employed,49279
45,Female,Self-Employed,30122
54,Male,Working Professional,48340
43,Male,Working Professional,39018
52,Male,Retired,47907
51,Female,Self-Employed,65168
52,Male,Working Professional,45675
57,Female,Working Professional,74011
33,Female,Working Professional,40586
55,Other,Self-Employed,41529
30,Male,Working Professional,57351
40,Female,Student,30356
39,Female,Student,54804
33,Male,Working Professional,51572
45,Male,Student,59881
52,Male,Retired,50609
62,Male,Working Professional,30386
63,Female,Self-Employed,44068
25,Male,Student,28424
61,Female,Retired,59814
39,Male,Working Professional,56803
38,Female,Student,73653
43,Female,Retired,55143
57,Female,Self-Employed,56981
38,Female,Student,52362
42,Male,Working Professional,39043
58,Female,Working Professional,54089
18,Female,Self-Employed,45192
23,Female,Working Professional,67461
40,Male,Retired,61675
40,Male,Working Professional,56572
60,Male,Student,48522
60,Other,Retired,45680
40,Female,Student,38069
49,Other,Self-Employed,51008
47,Female,Retired,54423
30,Male,Working Professional,57448
60,Male,Student,60713
35,Male,Self-Employed,44726
40,Female,Retired,53997
32,Male,Retired,53873
50,Female,Student,61689
38,Female,Working Professional,19427
56,Female,Retired,42220
40,Female,Retired,60135
44,Female,Self-Employed,62772
62,Male,Self-Employed,42028
61,Male,Student,63058
35,Male,Self-Employed,64266
41,Female,Retired,40599
64,Male,Retired,45742
57,Male,Student,48336
59,Female,Self-Employed,61043
24,Male,Working Professional,58443
37,Female,Working Professional,50342
44,Female,Retired,45917
23,Male,Self-Employed,87371
44,Male,Self-Employed,51638
26,Female,Self-Employed,36903
62,Female,Student,41638
48,Male,Working Professional,52532
38,Female,Retired,47081
43,Male,Working Professional,26129
57,Male,Self-Employed,52925
62,Male,Retired,62374
30,Male,Self-Employed,76302
40,Female,Working Professional,17983
37,Male,Student,81265
54,Female,Working Professional,73434
45,Female,Self-Employed,48783
34,Male,Working Professional,46836
45,Male,Self-Employed,32454
58,Male,Working Professional,28258
19,Male,Self-Employed,23248
42,Other,Working Professional,25983
58,Male,Self-Employed,31619
23,Male,Student,78208
28,Female,Student,63604
55,Female,Self-Employed,37421
23,Female,Student,58999
62,Male,Working Professional,15520
28,Female,Retired,39746
31,Male,Self-Employed,64486
19,Female,Student,46341
57,Male,Retired,71098
20,Female,Retired,36128
52,Female,Retired,49620
50,Female,Self-Employed,86107
41,Female,Self-Employed,21542
36,Male,Retired,74149
35,Male,Retired,52131
41,Female,Working Professional,65504
62,Male,Student,49977
52,Female,Student,65290
18,Female,Self-Employed,52987
53,Female,Self-Employed,61171
42,Male,Self-Employed,50538
62,Female,Working Professional,41949
60,Other,Student,40736
51,Male,Retired,72991
42,Female,Retired,52054
33,Female,Self-Employed,25438
51,Male,Working Professional,63921
46,Male,Self-Employed,51683
36,Male,Student,33482
40,Female,Retired,52723
36,Male,Student,50470
42,Female,Student,45191
33,Male,Student,30245
26,Male,Student,63722
18,Female,Self-Employed,49257
59,Male,Student,51828
36,Male,Student,55846
50,Female,Student,84743
51,Female,Self-Employed,54268
33,Male,Retired,57370
61,Male,Retired,43916
57,Female,Student,55350
35,Female,Retired,62159
51,Female,Student,55407
42,Male,Working Professional,38394
62,Female,Retired,50672
23,Other,Self-Employed,60955
38,Female,Retired,46663
23,Female,Self-Employed,67718
49,Male,Working Professional,18118
58,Other,Retired,88127
60,Female,Student,46498
56,Male,Student,64660
48,Female,Retired,63286
59,Female,Self-Employed,53904
27,Female,Retired,41475
47,Female,Working Professional,31828
35,Female,Student,44443
41,Male,Working Professional,34850
26,Male,Student,59370
48,Male,Student,30640
32,Male,Self-Employed,77098
21,Female,Student,47984
57,Male,Retired,59842
26,Male,Student,69150
62,Male,Student,27011
26,Male,Retired,22309
43,Female,Retired,48904
21,Male,Self-Employed,61240
34,Female,Working Professional,46812
33,Female,Student,38173
32,Male,Self-Employed,28453
52,Female,Working Professional,24467
22,Female,Student,45418
22,Female,Self-Employed,39624
37,Female,Working Professional,48752
32,Male,Student,32150
35,Female,Self-Employed,45318
64,Female,Working Professional,62423
19,Female,Retired,34095
46,Male,Self-Employed,34871
30,Male,Retired,57697
21,Female,Self-Employed,70830
59,Female,Working Professional,22192
62,Male,Working Professional,36586
27,Female,Working Professional,45761
48,Male,Retired,64726
58,Female,Working Professional,69819
25,Female,Retired,56556
20,Male,Student,65441
63,Male,Retired,50107
26,Male,Working Professional,56136
47,Female,Retired,32553
28,Female,Self-Employed,53437
52,Female,Retired,38947
54,Other,Self-Employed,39226
59,Male,Retired,59663
30,Male,Self-Employed,41949
53,Male,Student,41825
30,Female,Retired,18237
29,Female,Self-Employed,56329
54,Male,Student,54442
27,Male,Student,77983
26,Female,Self-Employed,24427
24,Female,Self-Employed,56035
19,Female,Self-Employed,57451
40,Male,Self-Employed,40515
56,Male,Self-Employed,46922
57,Male,Student,34378
56,Female,Self-Employed,52183
38,Female,Retired,38411
40,Male,Retired,53082
46,Male,Retired,44503
31,Male,Working Professional,37737
43,Male,Retired,73331
22,Female,Student,46380
48,Female,Self-Employed,49898
42,Female,Working Professional,43911
48,Male,Working Professional,61702
37,Female,Student,43793
61,Female,Working Professional,68916
34,Male,Working Professional,57828
62,Female,Student,38478
19,Male,Student,68247
42,Male,Self-Employed,45056
30,Male,Working Professional,45448
56,Female,Self-Employed,44384
45,Male,Student,22277
59,Male,Retired,42515
23,Female,Student,71829
20,Male,Self-Employed,37896
52,Male,Working Professional,37234
35,Male,Student,50644
28,Male,Working Professional,43923
37,Male,Working Professional,31433
22,Female,Working Professional,73238
36,Female,Retired,56633
39,Male,Working Professional,55961
36,Other,Working Professional,35154
64,Male,Student,16467
33,Male,Self-Employed,40738
41,Male,Retired,53366
58,Female,Working Professional,41179
21,Female,Working Professional,53012
32,Female,Retired,57774
42,Male,Student,25352
61,Male,Student,70629
52,Female,Retired,20612
31,Male,Self-Employed,31722
36,Male,Retired,52365
55,Female,Retired,38513
53,Male,Student,58319
24,Male,Working Professional,72337
47,Male,Retired,8991
36,Female,Working Professional,55243
42,Male,Self-Employed,41176
33,Male,Retired,63440
64,Female,Student,66837
57,Male,Student,30984
25,Female,Student,34209
35,Male,Self-Employed,67894
45,Male,Retired,44609
33,Female,Retired,65201
36,Female,Self-Employed,50442
59,Female,Working Professional,38879
34,Male,Self-Employed,53435
62,Male,Retired,43392
30,Male,Student,49982
24,Female,Working Professional,25193
44,Male,Working Professional,23646
27,Male,Retired,50776
51,Male,Retired,74155
53,Female,Working Professional,46699
42,Male,Retired,70759
23,Female,Working Professional,56953
41,Female,Working Professional,49585
35,Male,Retired,30378
40,Female,Working Professional,59442
23,Male,Student,50434
46,Female,Retired,43701
42,Female,Retired,64924
34,Male,Student,38045
63,Female,Working Professional,90446
41,Male,Retired,67230
28,Male,Retired,60594
43,Male,Retired,50253
51,Other,Retired,29240
45,Female,Retired,47834
20,Female,Retired,51989
28,Male,Student,51269
55,Female,Working Professional,52165
31,Male,Working Professional,55718
43,Male,Retired,53081
38,Male,Student,50741
56,Female,Student,39595
47,Male,Retired,29030
25,Male,Self-Employed,49945
37,Male,Retired,37664
49,Female,Working Professional,80272
39,Female,Retired,60980
24,Female,Retired,56357
26,Female,Self-Employed,42617
62,Male,Student,62133
18,Male,Self-Employed,63569
46,Female,Self-Employed,46555
25,Male,Retired,50819
21,Female,Student,38265
52,Male,Student,27396
20,Male,Self-Employed,71890
62,Female,Working Professional,37680
57,Male,Working Professional,22944
24,Male,Student,50139
44,Female,Self-Employed,68200
18,Female,Self-Employed,32039
44,Male,Self-Employed,51404
33,Female,Retired,62270
55,Male,Student,46442
24,Male,Self-Employed,56873
61,Female,Retired,34652
40,Female,Retired,54761
58,Male,Working Professional,38771
28,Female,Retired,65427
59,Male,Working Professional,47011
50,Female,Working Professional,51061
53,Male,Working Professional,29520
54,Female,Working Professional,70253
58,Male,Student,46147
34,Male,Self-Employed,49128
52,Male,Working Professional,50189
22,Male,Working Professional,43361
49,Male,Student,41213
20,Female,Working Professional,50386
64,Female,Working Professional,73174
52,Female,Student,46660
31,Other,Self-Employed,45517
48,Male,Working Professional,52661
48,Male,Self-Employed,42534
34,Female,Student,59538
41,Female,Retired,55080
40,Male,Student,68000
35,Female,Student,45841
31,Other,Student,36532
32,Male,Student,63680
32,Female,Student,47112
23,Female,Self-Employed,57048
44,Male,Retired,56450
32,Female,Retired,42478
53,Male,Retired,52774
25,Male,Self-Employed,56642
32,Male,Self-Employed,57663
20,Other,Retired,53149
64,Male,Student,28823
30,Female,Student,24656
58,Female,Student,57083
51,Female,Student,26961
41,Male,Student,65986
57,Male,Retired,19521
49,Female,Self-Employed,35039
49,Male,Self-Employed,39949
47,Male,Working Professional,47846
30,Female,Self-Employed,58212
18,Male,Self-Employed,62105
51,Female,Retired,70983
32,Female,Student,62156
61,Female,Working Professional,48648
31,Female,Self-Employed,32621
46,Female,Retired,47516
51,Female,Self-Employed,46601
35,Female,Retired,65049
24,Male,Working Professional,53120
46,Female,Working Professional,63938
48,Male,Working Professional,31892
42,Female,Student,41446
55,Male,Retired,51342
31,Female,Retired,50352
25,Male,Retired,59478
44,Male,Self-Employed,76157
19,Other,Retired,63986
34,Female,Retired,51582
54,Female,Working Professional,56913
31,Male,Retired,64785
42,Female,Working Professional,70535
47,Female,Self-Employed,62908
46,Male,Retired,36276
37,Female,Working Professional,37037
38,Female,Working Professional,66407
39,Male,Retired,69071
52,Male,Student,28623
54,Male,Working Professional,61956
33,Male,Self-Employed,49322
60,Male,Retired,61196
34,Male,Working Professional,32662
33,Female,Self-Employed,62342
19,Male,Student,66057
21,Female,Self-Employed,35886
38,Female,Working Professional,51416
56,Male,Working Professional,53379
51,Male,Working Professional,42828
47,Male,Self-Employed,72337
23,Female,Working Professional,52035
34,Female,Retired,59615
56,Male,Retired,59446
42,Female,Retired,49347
22,Male,Self-Employed,75677
22,Female,Self-Employed,59050
37,Female,Retired,45258
33,Female,Working Professional,53024
58,Female,Working Professional,48202
54,Female,Working Professional,28240
57,Male,Retired,39536
26,Female,Retired,38702
22,Male,Student,59191
59,Female,Self-Employed,54194
19,Female,Retired,62953
26,Male,Retired,30819
60,Male,Retired,50673
53,Female,Self-Employed,58926
39,Female,Working Professional,31999
39,Female,Self-Employed,67210
39,Male,Student,36624
51,Female,Retired,46978
46,Male,Student,41809
55,Female,Retired,17327
63,Female,Student,79284
50,Male,Self-Employed,25350
35,Male,Self-Employed,72887
24,Male,Working Professional,41788
18,Male,Working Professional,63099
50,Female,Student,56392
18,Female,Self-Employed,53225
41,Female,Student,22022
21,Female,Student,40288
21,Male,Self-Employed,91597
35,Female,Student,71945
44,Female,Retired,47882
60,Female,Working Professional,46482
49,Female,Self-Employed,63010
50,Male,Self-Employed,49384
45,Female,Retired,47819
59,Male,Retired,34217
58,Male,Retired,47709
53,Male,Working Professional,64099
23,Female,Retired,45931
33,Male,Self-Employed,95329
51,Male,Self-Employed,47241
40,Male,Retired,33788
59,Male,Self-Employed,26040
41,Female,Student,45337
30,Female,Retired,58322
35,Male,Self-Employed,57111
30,Male,Retired,39128
54,Male,Retired,46105
60,Male,Retired,47191
56,Male,Self-Employed,60755
59,Male,Student,62146
34,Male,Self-Employed,51218
32,Female,Retired,54126
35,Female,Working Professional,41835
40,Female,Working Professional,66259
47,Male,Student,77445
51,Male,Retired,34619
21,Female,Retired,40266
20,Male,Student,59862
24,Male,Working Professional,22587
35,Female,Retired,54422
59,Female,Retired,42061
24,Male,Student,32417
57,Female,Retired,55682
23,Male,Self-Employed,52183
39,Male,Self-Employed,52929
18,Female,Self-Employed,49237
21,Female,Working Professional,40592
63,Female,Working Professional,57941
60,Female,Self-Employed,61610
46,Female,Working Professional,54931
38,Female,Working Professional,51922
43,Female,Student,31136
31,Female,Working Professional,27951
26,Male,Retired,48179
64,Male,Self-Employed,61341
29,Male,Working Professional,34101
59,Female,Retired,37983
23,Male,Retired,59493
37,Male,Retired,59665
41,Male,Retired,43353
44,Male,Retired,55426
55,Female,Self-Employed,48683
25,Male,Retired,64178
18,Male,Working Professional,37382
41,Male,Self-Employed,42501
64,Female,Working Professional,53702
24,Male,Working Professional,46655
36,Male,Working Professional,41756
39,Female,Working Professional,68064
52,Male,Self-Employed,67822
47,Other,Self-Employed,54675
46,Male,Self-Employed,54080
39,Female,Student,38144
28,Male,Student,59318
37,Male,Retired,39328
46,Male,Working Professional,48438
58,Other,Working Professional,59816
59,Female,Retired,55057
51,Female,Working Professional,31366
18,Male,Student,33368
48,Female,Working Professional,32057
47,Male,Retired,42562
35,Male,Self-Employed,44534
34,Male,Self-Employed,63858
55,Female,Retired,52126
31,Female,Retired,57615
40,Male,Student,55818
42,Male,Self-Employed,41027
32,Male,Working Professional,37667
63,Male,Retired,29874
39,Male,Self-Employed,79728
20,Male,Student,50158
36,Female,Working Professional,38874
61,Female,Student,36640
51,Male,Self-Employed,29430
52,Female,Retired,39509
18,Female,Working Professional,50503
38,Female,Working Professional,55168
46,Male,Working Professional,60716
23,Female,Working Professional,60227
54,Male,Self-Employed,33957
18,Male,Working Professional,39112
18,Female,Self-Employed,43133
44,Female,Student,65626
38,Male,Working Professional,20855
33,Female,Student,48308
61,Male,Self-Employed,23964
57,Male,Student,43455
43,Male,Working Professional,46492
33,Female,Working Professional,57331
45,Other,Working Professional,76042
18,Female,Student,22767
53,Male,Self-Employed,51461
27,Other,Retired,62188
60,Male,Retired,52333
34,Male,Self-Employed,42121
40,Female,Working Professional,53733
24,Female,Retired,49506
61,Male,Working Professional,35352
24,Male,Retired,60144
61,Male,Self-Employed,48191
32,Female,Retired,29557
51,Female,Working Professional,53811
63,Male,Working Professional,24554
62,Other,Retired,36037
21,Female,Self-Employed,40452
31,Male,Student,47224
31,Male,Working Professional,55844
33,Male,Self-Employed,41630
24,Female,Working Professional,50536
49,Male,Self-Employed,34990
36,Male,Self-Employed,59643
19,Male,Working Professional,51110
27,Female,Retired,36254
34,Female,Student,30395
54,Female,Retired,62396
29,Female,Self-Employed,58977
23,Female,Self-Employed,40329
39,Female,Self-Employed,58641
49,Female,Working Professional,44375
58,Female,Working Professional,58239
37,Female,Self-Employed,60182
18,Other,Student,79447
64,Male,Student,38239
23,Other,Working Professional,49257
36,Male,Working Professional,63711
